ISIN,DESCRIPTION,Par Value,PRICE,MARKET_VALUE,WEIGHT,ISSUE_DT,MATURITY,BICS_LEVEL_1_SECTOR_NAME,AMT_ISSUED,AMT_OUTSTANDING,CRNCY,CNTRY_OF_RISK,DEBT_EBITDA,CUR_EV_COMPONENT,EV_TO_T12M_EBITDA,EBITDA_TO_INTEREST_EXPN,BB_1YR_DEFAULT_PROB,RSK_BB_IMPLIED_CDS_SPREAD,GUARANTOR,INVESTMENT_GRADE,DUR_MID,CNVX_MID,YAS_YLD_SPREAD,YAS_OAS_SPRD,Z_SPRD_MID
US902133AG25,TEL 7 ? 10/01/37,476822,130.867,630703,0.012432508,5/16/2008,10/1/2037,Industrials,500000000,476822000,USD,CH,0.9971528,3152,11.08993305,28.01869159,7.98809E-06,46,1,1,11.55060137,1.751043776,154.2809,169.9243788,169.1525016
US29273RAJ86,ETP 7 ? 07/01/38,550000,111.296,630576,0.012430004,3/28/2008,7/1/2038,Energy,550000000,550000000,USD,US,4.790724306,39861.5,10.85444805,3.464468864,0.005397403,270,1,1,10.70487795,1.588292345,331.2214,346.9553393,346.5496929
US12189LAJ08,BNSF 4.4 03/15/42,625000,99.772,630221,0.012423007,3/2/2012,3/15/2042,Industrials,625000000,625000000,USD,US,2.082291046,20977,#N/A N/A,9.546259843,0.000582957,105,0,1,14.61499705,2.782573421,127.4817,140.271088,141.296316
US737679DB35,EXC 6 ? 11/15/37,500000,125.499,629933,0.01241733,11/16/2007,11/15/2037,Utilities,500000000,500000000,USD,US,3.555096419,2581,#N/A N/A,5.950413223,#N/A N/A,#N/A N/A,0,1,11.98637129,1.855140854,131.4004,146.7508088,146.0982476
US970648AF88,WLTW 3.6 05/15/24,650000,96.634,629876,0.012416206,5/16/2017,5/15/2024,Financials,650000000,650000000,USD,US,2.398083067,3894,17.93787975,8.356382979,1.31815E-07,55,1,1,4.948272529,0.272338851,154.8328,143.0889277,144.3065702
US06423AAJ25,JPM 8 ? 09/01/30,475000,130.075,629517,0.012409129,9/10/2018,9/1/2030,Financials,475000000,475000000,USD,US,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,7.11342E-05,54,0,1,7.992689015,0.804314268,215.7593,211.3171817,210.3094753
US57636QAF19,MA 2 11/21/21,650000,96.732,629516,0.01240911,11/21/2016,11/21/2021,Financials,650000000,650000000,USD,US,-0.250999295,-2043,28.65943148,45.83766234,1.57678E-08,45,0,1,2.861324283,0.094491263,39.9416,28.81180455,29.18623726
US89420GAE98,TRV 6 ? 03/15/33,500000,124.355,629478,0.012408361,5/13/2003,3/15/2033,Financials,500000000,500000000,USD,US,#N/A N/A,6205,#N/A N/A,#N/A N/A,1.65175E-07,57,1,1,9.991778343,1.239375542,115.4326,108.5612778,106.7635826
US15189XAN84,CNP 4 ? 04/01/44,600000,103.988,629253,0.012403925,3/17/2014,4/1/2044,Utilities,600000000,600000000,USD,US,2.839218159,4503,#N/A N/A,6.512195122,0.002410553,131,0,1,15.26617978,3.065753283,107.8111,121.013996,121.6966791
US126650CF56,CVS 3 ? 08/12/24,650000,95.632,628921,0.012397381,8/12/2014,8/12/2024,Health Care,650000000,650000000,USD,US,1.674488425,21198,12.14098887,11.29566855,0.000289063,107,0,1,5.12786721,0.294028861,147.814,135.5376846,137.0527057
US666807AW21,NOC 7 ? 02/15/31,466490,132.264,628748,0.012393971,7/12/2001,2/15/2031,Industrials,750000000,466490000,USD,US,2.93826874,12661,15.73378161,10.48333333,8.58159E-05,72,1,1,8.51016685,0.904835009,141.613,136.4607502,135.2590445
US760761AD86,RSG 5 ? 11/15/21,600000,104.283,628060,0.012380409,8/2/2010,11/15/2021,Industrials,600000000,600000000,USD,US,2.902911586,8167.8,11.38761871,7.694390716,6.6248E-07,28,0,1,2.738973416,0.088515021,82.8765,71.57358819,72.02307609
US637432CT02,NRUC 8 03/01/32,450874,137.005,627840,0.012376072,3/7/2002,3/1/2032,Financials,1000000000,450874000,USD,US,18.36654474,24354.79,#N/A N/A,1.589856636,0.005422097,160,0,1,8.997693259,1.021689987,139.854,134.0967834,132.5759429
US136375BL52,CNRCN 6 ? 08/01/34,500000,123.194,627342,0.012366255,7/9/2004,8/1/2034,Industrials,500000000,500000000,USD,CA,1.824156024,11577,14.4721413,14.21829522,8.95874E-07,30,0,1,10.59721833,1.418644722,102.7068,120.3970605,118.585642
US472319AL69,JEF 5 ? 01/20/23,600000,102.517,627231,0.012364067,1/18/2013,1/20/2023,Financials,600000000,600000000,USD,US,8.211528332,13586.898,#N/A N/A,1.516996388,0.005238444,159,0,1,3.682748575,0.157282053,166.3894,155.327278,155.5515644
US631103AD03,NDAQ 5.55 01/15/20,600000,102.267,627200,0.012363456,1/15/2010,1/15/2020,Financials,600000000,600000000,USD,US,2.616224649,3354,14.0717514,8.300699301,4.67317E-07,63,0,1,1.046676838,0.015973719,52.0252,21.51500301,40.49227764
US55279HAL42,MTB 2 ? 05/18/22,650000,96.28,626903,0.012357602,5/18/2017,5/18/2022,Financials,650000000,650000000,USD,US,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2.50614E-05,49,0,1,3.297905911,0.123430232,85.9791,74.42577171,74.74788453
US212015AQ46,CLR 4.9 06/01/44,700000,89.368,626624,0.012352102,9/5/2014,6/1/2044,Energy,700000000,700000000,USD,US,1.676840266,5944.771,9.25964379,7.199575545,0.000389731,137,1,0,14.1683312,2.746623406,252.6976,266.8570213,267.1380703
US87612EAR71,TGT 6 ? 10/15/37,501061,124.026,626603,0.012351688,10/5/2007,10/15/2037,Consumer Staples,1250000000,501061000,USD,US,1.635511192,10814,8.290771119,10.14564565,3.57587E-05,75,0,1,11.87331089,1.828160457,138.3121,153.8174393,153.0651823
US02665WBF77,HNDA 1.65 07/12/21,650000,95.695,626486,0.012349382,7/12/2016,7/12/2021,Consumer Discretionary,650000000,650000000,USD,US,5.835626446,48846,#N/A N/A,8.774804905,0.005571685,300,0,1,2.515095388,0.074345554,71.1499,59.73171371,59.81768181
US904764AU11,UNANA 2 07/28/26,700000,88.741,626398,0.012347647,7/28/2016,7/28/2026,Consumer Staples,700000000,700000000,USD,GB,2.198714562,25691,14.73052754,18.77699115,5.34904E-07,43,1,1,7.008276468,0.534855688,82.3091,82.88951677,83.05182171
US124857AR43,CBS 2.9 01/15/27,700000,88.298,626375,0.012347194,7/11/2016,1/15/2027,Communications,700000000,700000000,USD,US,3.045984252,9671,11.60831164,5.789934354,0.000397633,151,1,1,7.1065838,0.560408985,171.126,170.4222173,170.9420091
US12189LAH42,BNSF 3.05 03/15/22,625000,99.446,626144,0.01234264,3/2/2012,3/15/2022,Industrials,625000000,625000000,USD,US,2.082291046,20977,#N/A N/A,9.546259843,0.000582957,105,0,1,3.098530725,0.111066399,43.8535,28.09693073,32.41061029
US88579YAX94,MMM 2 ? 03/15/23,650000,95.782,626117,0.012342108,10/2/2017,3/15/2023,Materials,650000000,650000000,USD,US,1.244422464,11386,15.39200117,29.08074534,2.50513E-06,65,0,1,4.052218277,0.183707461,54.7373,43.98457703,44.35251454
US03040WAS44,AWK 3 ? 09/01/28,625000,98.891,626077,0.01234132,8/9/2018,9/1/2028,Utilities,625000000,625000000,USD,US,5.032786885,8289,14.6432776,5.076023392,5.20754E-06,46,0,1,8.119123797,0.752545763,95.4319,90.31001484,92.12890853
US219350BF12,GLW 4 ? 11/15/57,750000,83.097,625688,0.012333652,11/13/2017,11/15/2057,Technology,750000000,750000000,USD,US,1.137274549,5793,12.18706395,17.98709677,2.01481E-05,67,0,1,17.26830269,4.539233214,221.1937,235.7748888,238.1957227
US655044AH83,NBL 3.9 11/15/24,650000,95.959,625635,0.012332607,11/7/2014,11/15/2024,Energy,650000000,650000000,USD,US,2.094670407,7022,5.972984067,0.192090395,0.000722036,165,0,1,5.312648204,0.314164595,188.2334,175.400378,177.2766089
US91324PBU57,UNH 4 ? 11/15/41,600000,103.895,625451,0.01232898,11/10/2011,11/15/2041,Health Care,600000000,600000000,USD,US,1.02662429,22290,14.49593498,14.71669477,1.1322E-06,36,0,1,14.34159182,2.647318387,114.8198,127.758735,128.5869933
US341099CH09,DUK 6.35 09/15/37,500000,123.542,625383,0.012327639,9/18/2007,9/15/2037,Utilities,500000000,500000000,USD,US,4.316314554,7355,#N/A N/A,5.541218638,0.00384426,141,0,1,11.8959992,1.834734164,126.6617,142.0952502,141.364473
US808513AQ89,SCHW 3.2 03/02/27,650000,95.323,625377,0.012327521,3/2/2017,3/2/2027,Financials,650000000,650000000,USD,US,-2.745461422,-11668,10.35739281,12.45906433,1.35589E-06,70,0,1,7.196393822,0.578558806,95.3609,93.71592679,95.09461302
US26442CAN48,DUK 4 09/30/42,650000,95.293,624605,0.012312303,9/21/2012,9/30/2042,Utilities,650000000,650000000,USD,US,3.23357453,11172,#N/A N/A,8.431279621,0.002668803,133,0,1,15.23737942,2.996313806,113.828,126.7176262,127.5418383
US837004CB48,SCG 6.05 01/15/38,535000,114.23,624347,0.012307218,1/14/2008,1/15/2038,Utilities,535000000,535000000,USD,US,4.565014032,5049,#N/A N/A,0.961805556,0.003531686,139,0,1,11.83589659,1.841108105,172.7267,187.9545675,187.3412038
US26884AAY91,EQR 4 ? 07/15/20,600000,101.596,623589,0.012292276,7/15/2010,7/15/2020,Financials,600000000,600000000,USD,US,5.342456213,9440.984,20.6028387,4.154961057,9.2446E-08,80,0,1,1.279637483,0.022545357,67.4413,41.46809129,55.73275082
US86765BAP40,ETP 5.3 04/01/44,700000,87.976,623149,0.012283602,4/3/2014,4/1/2044,Energy,700000000,700000000,USD,US,4.790724306,39861.5,10.85444805,3.464468864,0.005397403,270,1,1,13.33738777,2.500695856,307.0857,321.5960394,321.8171444
US172967HT16,C 3 ? 06/16/24,623184,98.074,622607,0.012272918,6/16/2014,6/16/2024,Financials,1250000000,623184000,USD,US,2.838339901,155880,6.766516687,2.599564085,0.000990965,70,0,1,4.927531007,0.275294076,134.5595,123.5098418,123.9227911
US532457BA56,LLY 5.55 03/15/37,529687,116.2,622601,0.0122728,3/14/2007,3/15/2037,Health Care,800000000,529687000,USD,US,0.214215526,2709.3,24.91600933,16.49911111,4.1486E-07,30,0,1,12.10235308,1.860956294,105.3708,120.9057678,120.0170864
US94973VBF31,ANTM 5.1 01/15/44,600000,101.662,622467,0.012270159,8/6/2013,1/15/2044,Health Care,600000000,600000000,USD,US,-0.663284755,-4524,9.844451238,7.950744249,1.05406E-05,56,0,1,14.23395112,2.778307919,182.2128,196.8698908,196.4507017
US94106LAW90,WM 4 ? 06/30/20,600000,101.584,622329,0.012267438,6/8/2010,6/30/2020,Industrials,600000000,600000000,USD,US,2.378591954,9935,11.62395794,11.0523416,1.73484E-07,22,1,1,1.476888387,0.028940554,66.8332,45.15310872,54.75663551
US89352HAK59,TRPCN 3 ? 10/16/23,625000,98.965,622177,0.012264442,10/7/2013,10/16/2023,Energy,625000000,625000000,USD,CA,7.210241337,48630,#N/A N/A,2.496490407,0.010026854,358,0,1,4.442490829,0.221928761,118.3475,105.1918996,107.9737379
US655844BR82,NSC 4.65 01/15/46,600000,101.787,622115,0.01226322,11/3/2015,1/15/2046,Industrials,600000000,600000000,USD,US,2.111178738,10406,11.94877085,8.445454545,3.39391E-05,60,0,1,15.29417569,3.191891501,143.6662,157.124858,157.8390984
US565849AB20,MRO 6.8 03/15/32,550000,111.442,621969,0.012260342,3/4/2002,3/15/2032,Energy,550000000,550000000,USD,US,1.247700603,3934,6.539090656,5.218421053,0.000974883,180,0,0,9.058030396,1.023892397,266.7403,260.9976803,259.3244683
US037389AW39,AON 5 09/30/20,600000,102.598,621588,0.012252832,9/10/2010,9/30/2020,Financials,600000000,600000000,USD,US,1.818325434,5821,18.73100655,6.631205674,4.05514E-08,49,1,1,1.723625827,0.037779952,71.7744,54.50531644,59.05640635
US494550BE51,KMI 5.3 09/15/20,600000,102.262,621257,0.012246307,5/19/2010,9/15/2020,Energy,600000000,600000000,USD,US,5.324512756,37615,13.21270381,#N/A N/A,0.000187181,110,1,1,1.677891893,0.035993424,100.9595,82.75406221,88.21354622
US98419MAB63,XYL 4 ? 10/01/21,600000,102.554,621093,0.012243074,7/23/2012,10/1/2021,Industrials,600000000,600000000,USD,US,2.208722741,2141,18.44926063,9.634146341,1.90394E-05,54,0,1,2.62749902,0.081925067,98.3672,86.98007274,87.31363038
US655844BH01,NSC 4.837 10/01/41,595502,103.254,620560,0.012232568,5/23/2012,10/1/2041,Industrials,595502000,595502000,USD,US,2.111178738,10406,11.94877085,8.445454545,3.39391E-05,60,0,1,14.10935931,2.608271083,140.0078,154.2845001,153.8962512
US22303QAL41,MDT 4.2 06/15/20,600000,101.251,619896,0.012219479,6/28/2010,6/15/2020,Health Care,600000000,600000000,USD,US,1.550151026,14990,15.45398081,8.110820244,6.13018E-07,32,1,1,1.442516884,0.027769625,52.6337,30.02789244,40.49876936
US72650RAY80,PAA 5 02/01/21,600000,101.411,619383,0.012209366,1/14/2011,2/1/2021,Energy,600000000,600000000,USD,US,5.359550562,11832,17.09890001,3.488235294,0.000426788,141,0,0,1.785944914,0.040267044,146.2771,128.8170648,133.1344712
US670346AL99,NUE 4 ? 09/15/22,600000,102.233,619379,0.012209288,9/21/2010,9/15/2022,Materials,600000000,600000000,USD,US,0.662052316,2735.718,6.518260555,13.93052723,3.05543E-05,91,0,1,3.267705814,0.123788838,68.6392,54.69376407,57.33999397
US91913YAT73,VLO 4.9 03/15/45,650000,94.085,619250,0.012206745,3/13/2015,3/15/2045,Energy,650000000,650000000,USD,US,0.880337795,6575,8.917535643,11.93376068,0.000171336,108,0,1,14.50509938,2.90802218,217.0853,231.9118283,231.5408614
US760759AS91,RSG 3 ? 11/15/27,650000,94.976,618989,0.0122016,11/16/2017,11/15/2027,Industrials,650000000,650000000,USD,US,2.902911586,8167.8,11.38761871,7.694390716,6.6248E-07,28,0,1,7.718350677,0.664788483,115.6328,112.6397393,113.8823615
US958254AJ35,WES 5.3 03/01/48,700000,86.938,618975,0.012201324,3/2/2018,3/1/2048,Energy,700000000,700000000,USD,US,4.236684537,4495.823,14.14367311,6.411803127,0.000314276,129,0,0,13.96894703,2.874838883,311.1088,325.9884653,326.1694056
US681936BH22,OHI 5 ? 01/15/26,600000,100.989,618797,0.012197815,1/7/2016,1/15/2026,Financials,600000000,600000000,USD,US,5.598420181,4902.093,15.77974594,2.768098327,2.32501E-06,110,1,1,5.718914539,0.377713061,207.6638,206.9965752,209.7477526
US00184AAC99,TWX 7 ? 04/15/31,496551,123.402,618749,0.012196869,4/19/2001,4/15/2031,Communications,2000000000,496551000,USD,US,3.371941808,175884,8.954888819,7.196190476,0.00016571,127,1,1,8.585574805,0.91428474,208.9153,203.8440025,202.5585426
US002824AV29,ABT 6 04/01/39,514956,118.795,617836,0.012178872,3/3/2009,4/1/2039,Health Care,1000000000,514956000,USD,US,2.09913454,16201,21.85079711,6.259955752,3.15617E-06,44,0,1,12.6001465,2.075517269,140.2933,154.7440601,154.5565784
US096630AD01,BWP 4.95 12/15/24,600000,100.527,617765,0.012177472,11/26/2014,12/15/2024,Energy,600000000,600000000,USD,US,4.738537472,3648.2,#N/A N/A,4.615789474,0.00193732,205,1,1,4.956229163,0.282814394,207.8735,193.7084466,196.9399515
US020002AS04,ALL 5.55 05/09/35,545670,112.697,617730,0.012176782,5/9/2005,5/9/2035,Financials,800000000,545670000,USD,US,#N/A N/A,8370,#N/A N/A,#N/A N/A,9.85492E-07,68,0,1,11.29944454,1.586439234,121.4165,138.471898,136.789726
US120568AX84,BG 3 ? 08/15/26,700000,87.172,617598,0.01217418,8/15/2016,8/15/2026,Consumer Staples,700000000,700000000,USD,US,4.107028189,8248.9683,12.13163934,3.498098859,0.001467882,123,1,1,6.698752425,0.498123966,235.3583,235.6594095,236.0067347
US983024AL46,PFE 6 02/15/36,500000,121.568,617590,0.012174023,2/8/2006,2/15/2036,Health Care,500000000,500000000,USD,US,1.090750756,24164,13.74547901,15.66062992,6.65066E-07,33,1,1,11.40001457,1.654662006,104.6609,121.0956868,119.762652
US00209AAF30,T 8 ? 03/01/31,459498,131.95,617588,0.012173983,10/3/2001,3/1/2031,Communications,2498385000,459498000,USD,US,3.371941808,175884,8.954888819,7.196190476,0.00016571,127,0,0,8.19622679,0.85084681,234.2253,229.4713734,228.2730692
US29379VBM46,EPD 4 ? 08/16/77,700000,86.592,617140,0.012165152,8/16/2017,8/16/2077,Energy,700000000,700000000,USD,US,3.856404297,26316.5,13.4260887,5.660065001,1.7813E-05,55,1,1,3.320992171,0.122678515,680.9239,381.6050795,669.768781
US059438AK79,JPM 8 04/29/27,500000,122.456,617058,0.012163536,4/29/1997,4/29/2027,Financials,500000000,500000000,USD,US,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,7.11342E-05,54,0,1,6.445300056,0.496405714,176.8502,176.3816442,176.6914444
US492386AT42,APC 7 ? 09/15/31,500000,121.404,616536,0.012153246,10/3/2001,9/15/2031,Energy,500000000,500000000,USD,US,2.072003627,17346,7.886590718,3.899141631,0.000680812,162,1,0,8.58530587,0.928143431,261.7945,256.5569467,255.1258557
US81180WAR25,STX 4 ? 06/01/27,696501,88.37,616535,0.012153226,5/14/2015,6/1/2027,Technology,700000000,696501000,USD,US,1.131119577,2879,6.694292703,9.457627119,0.000471848,110,1,1,6.913836979,0.540836061,377.6291,376.6089863,376.999861
US26441CAP05,DUK 4.8 12/15/45,600000,100.39099,616506,0.012152655,11/19/2015,12/15/2045,Utilities,600000000,600000000,USD,US,5.283071749,56568,11.86159933,4.948136959,9.60545E-06,52,0,1,14.93932,3.079827464,162.3843,175.9016669,176.5487253
US927804GA61,D 4.6 12/01/48,600000,102.558,616421,0.012150979,11/28/2018,12/1/2048,Utilities,600000000,600000000,USD,US,3.35726257,12019,#N/A N/A,8.228744939,0.0020868,127,0,1,16.56821408,3.755854435,128.3648,142.2493788,142.9226048
US92276MAX39,VTR 4 ? 03/01/22,600000,101.531,616340,0.012149382,2/10/2012,3/1/2022,Financials,600000000,600000000,USD,US,5.379390667,10595.82,15.7463127,4.332169408,9.39945E-07,100,1,1,2.784144684,0.091276967,98.4467,82.99409569,86.21823401
US693304AW72,EXC 3.9 03/01/48,650000,93.723,616312,0.01214883,2/23/2018,3/1/2048,Utilities,650000000,650000000,USD,US,3.594413408,3217,#N/A N/A,7.468253968,0.002912149,135,0,1,17.08502391,3.949865329,112.7204,126.4790703,127.0785994
US867229AC03,SUCN 7.15 02/01/32,500000,120.654,616279,0.01214818,1/29/2002,2/1/2032,Energy,500000000,500000000,USD,CA,1.053047509,14345,6.727790772,51.60185185,3.92036E-05,70,0,1,8.982866207,1.014496866,201.4566,195.5066547,194.0383282
US89352HAL33,TRPCN 5 10/16/43,625000,97.792,616061,0.012143883,10/7/2013,10/16/2043,Energy,625000000,625000000,USD,CA,7.210241337,48630,#N/A N/A,2.496490407,0.010026854,358,0,1,14.26491069,2.755408163,199.8876,213.5135986,214.1793428
US209111FT54,ED 4.65 12/01/48,600000,102.448,615618,0.01213515,11/30/2018,12/1/2048,Utilities,600000000,600000000,USD,US,4.897705281,17726,#N/A N/A,5.778491172,0.002787013,134,0,1,16.46470898,3.718348362,134.9314,148.8420242,149.5075666
US11271LAC63,BAMACN 3.9 01/25/28,650000,93.225,615610,0.012134993,1/17/2018,1/25/2028,Financials,650000000,650000000,USD,CA,10.04310513,168550,20.59238675,2.301274945,5.69916E-05,101,1,1,7.579638337,0.655077406,189.8812,186.9054051,187.8461774
US341081FB85,NEE 5.96 04/01/39,500000,121.903,615392,0.012130695,3/17/2009,4/1/2039,Utilities,500000000,500000000,USD,US,2.02907777,11793,#N/A N/A,9.296680498,0.002737491,133,0,1,12.76376587,2.119120489,111.3736,125.8115786,125.6299278
US12505BAD29,CBG 4 ? 03/01/26,600000,101.124,614950,0.012121983,8/13/2015,3/1/2026,Financials,600000000,600000000,USD,US,2.080851182,2993.714,12.08611373,10.79974272,3.28433E-05,96,1,1,5.915189859,0.399842003,175.7367,174.9515956,177.6212008
US494550BM77,KMI 3.45 02/15/23,625000,97.181,614389,0.012110924,8/13/2012,2/15/2023,Energy,625000000,625000000,USD,US,5.324512756,37615,13.21270381,#N/A N/A,0.000187181,110,1,1,3.870603626,0.16971129,142.2642,129.6947658,131.3571795
US134429BH18,CPB 4.8 03/15/48,700000,86.607,614369,0.01211053,3/16/2018,3/15/2048,Consumer Staples,700000000,700000000,USD,US,5.186121571,9650,23.44929785,4.502487562,0.00049614,106,0,1,14.82628545,3.161556897,260.2128,274.7770808,275.0476434
US92553PAJ12,VIA 3 ? 12/15/21,600000,100.356,613567,0.012094721,12/12/2011,12/15/2021,Communications,600000000,600000000,USD,US,2.849264706,8829,8.06239885,4.969642857,0.00085575,175,0,1,2.809931804,0.093332208,97.4482,86.64966328,86.91114185
US14912L6G12,CAT 3 ? 12/01/24,625000,98.038,613358,0.012090601,12/1/2014,12/1/2024,Industrials,625000000,625000000,USD,US,13.64599237,28749,#N/A N/A,3.136431784,0.001923876,132,0,1,5.457065571,0.330188421,87.757,76.30961536,76.74729245
US50540RAJ14,LH 4 ? 11/15/20,600000,101.858,613229,0.012088058,11/19/2010,11/15/2020,Health Care,600000000,600000000,USD,US,2.820162744,5590.2,12.01146821,8.070608252,5.46975E-05,77,0,1,1.619757949,0.033622822,69.4259,49.44934606,57.05806605
US20826FAR73,COP 5.95 03/15/46,500000,121.187,613125,0.012086008,3/8/2016,3/15/2046,Energy,500000000,500000000,USD,US,0.803614179,10535,7.131485981,3.699453552,2.97436E-05,64,1,1,14.72126264,2.997370845,140.4648,154.6218874,154.806103
US15189WAG50,CNP 4 ? 01/15/21,592920,101.489,612643,0.012076507,9/13/2011,1/15/2021,Utilities,592920000,592920000,USD,US,3.662337662,2256,#N/A N/A,5.87804878,0.005148752,148,0,1,1.750703249,0.039036781,84.4883,67.03868476,71.74548652
US91324PBZ45,UNH 2 ? 02/15/23,625000,97.041,612092,0.012065645,10/22/2012,2/15/2023,Health Care,625000000,625000000,USD,US,1.02662429,22290,14.49593498,14.71669477,1.1322E-06,36,0,1,3.92825676,0.174141162,75.0967,62.65862438,64.22013863
US373298CF37,GP 8 01/15/24,500000,119.114,611903,0.01206192,6/30/2004,1/15/2024,Materials,500000000,500000000,USD,US,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,0,1,4.239562205,0.215583561,106.1481,95.30335519,95.56519545
US899896AC81,TUP 4 ? 06/01/21,599750,101.869,611830,0.012060481,1/6/2012,6/1/2021,Consumer Discretionary,599750000,599750000,USD,US,#N/A N/A,818.5,#N/A N/A,6.281995662,0.001203101,214,1,1,2.123960452,0.05471982,107.2802,93.04719222,95.06625997
US31572UAE64,FIBRBZ 5 ? 05/12/24,600000,101.523,611763,0.01205916,5/12/2014,5/12/2024,Materials,600000000,600000000,USD,BR,#N/A N/A,3295.639,#N/A N/A,#N/A N/A,0.000212933,205,1,0,4.765871271,0.257146012,212.8951,201.9872011,202.3018808
US28176EAD04,EW 4.3 06/15/28,600000,99.845,611755,0.012059002,6/15/2018,6/15/2028,Health Care,600000000,600000000,USD,US,-0.365802638,-402.2,31.1463881,48.61637931,2.49567E-06,42,0,1,7.734828798,0.694285285,141.0694,136.4451831,138.3390844
US884903BQ79,TRICN 4.3 11/23/23,600000,101.727,611724,0.012058391,11/21/2013,11/23/2023,Technology,600000000,600000000,USD,CA,3.449632739,7102,20.46125942,8.697297297,1.65854E-05,65,0,1,4.292120847,0.208144397,108.8527,95.74319638,98.45456269
US26442CAB00,DUK 6 01/15/38,500000,119.844,611470,0.012053384,1/10/2008,1/15/2038,Utilities,500000000,500000000,USD,US,3.23357453,11172,#N/A N/A,8.431279621,0.002668803,133,0,1,12.06589217,1.89881459,127.0176,142.0335304,141.5577361
US91324PCY60,UNH 3 ? 04/15/27,625000,97.235,611059,0.012045283,3/13/2017,4/15/2027,Health Care,625000000,625000000,USD,US,1.02662429,22290,14.49593498,14.71669477,1.1322E-06,36,0,1,7.278943944,0.592284098,85.0989,84.36037597,84.58219031
US460146CH42,IP 6 11/15/41,585000,103.999,611027,0.012044652,11/16/2011,11/15/2041,Materials,600000000,585000000,USD,US,2.34987365,10247,8.515320531,3.750659631,0.000265442,122,0,1,12.79209701,2.209307315,245.9802,259.795843,260.4154807
US29250RAU05,EEP 4.2 09/15/21,600000,100.782,610782,0.012039822,9/15/2011,9/15/2021,Energy,600000000,600000000,USD,US,3.786983643,11814,11.55151536,2.977142857,0.002652108,242,0,1,2.378075124,0.067746465,105.9978,90.91367252,94.37820967
US341081FC68,NEE 5.69 03/01/40,500000,120.422,610092,0.012026221,2/9/2010,3/1/2040,Utilities,500000000,500000000,USD,US,2.02907777,11793,#N/A N/A,9.296680498,0.002737491,133,0,1,13.22501549,2.289562626,104.8041,119.0904138,118.9057237
US12594KAA07,CNHI 4 ? 08/15/23,600000,100.182,609867,0.012021786,8/18/2016,8/15/2023,Industrials,600000000,600000000,USD,GB,0.458451472,2153,4.081653508,3.938428875,0.001848307,129,0,1,4.202349348,0.201316198,174.8953,164.2993312,164.4418568
US04010LAP85,ARCC 3 ? 01/15/20,600000,100.048,609782,0.01202011,11/21/2014,1/15/2020,Financials,600000000,600000000,USD,US,#N/A N/A,3747,#N/A N/A,4.235555556,2.22745E-08,46,0,1,0.977631409,0.014114316,86.5925,53.68179042,75.62760627
US00846UAJ07,A 3 ? 07/15/23,600000,99.948,609182,0.012008283,6/21/2013,7/15/2023,Health Care,600000000,600000000,USD,US,-0.375523889,-444,17.71460457,15.17333333,2.78975E-06,43,0,1,4.178649207,0.19901132,119.7754,106.165132,109.3970262
US084670BF47,BRK 3.4 01/31/22,600000,100.246,608956,0.012003828,1/31/2012,1/31/2022,Financials,600000000,600000000,USD,US,-6.007739862,-239140,5.345125878,6.578049685,8.49879E-07,67,0,1,2.957508063,0.102312345,52.3534,39.85591864,40.06087181
US00206RFR84,T 5.3 08/15/58,643744,92.836,608809,0.01200093,4/5/2018,8/15/2058,Communications,643744000,38000,USD,US,3.371941808,175884,8.954888819,7.196190476,0.00016571,127,0,1,15.92489168,4.022121284,260.026,274.6233486,277.039163
US74005PBD50,PX 3.55 11/07/42,675000,89.801,608486,0.011994563,11/7/2012,11/7/2042,Materials,675000000,675000000,USD,US,1.940484191,8230,14.03841653,19.21693122,5.11758E-06,77,0,1,15.82595143,3.173783148,100.4586,113.4035282,113.9669775
US907818EH70,UNP 2 ? 03/01/26,650000,92.826,608384,0.011992553,3/1/2016,3/1/2026,Industrials,650000000,650000000,USD,US,1.951170074,20511,13.10843494,14.13908206,1.17659E-05,49,0,1,6.509973447,0.467910516,97.9879,98.61630949,99.51182733
US49338LAB99,KEYS 4.55 10/30/24,600000,100.822,608117,0.011987289,11/20/2015,10/30/2024,Industrials,600000000,600000000,USD,US,1.163129973,877,#N/A N/A,-0.43373494,3.42722E-05,60,0,1,5.004398696,0.28244283,159.0434,145.2479528,148.4120115
US285512AC38,EA 3.7 03/01/21,600000,100.306,608064,0.011986245,2/24/2016,3/1/2021,Technology,600000000,600000000,USD,US,-2.431211499,-3552,23.01806541,35.68181818,7.26281E-06,57,0,1,2.047460705,0.051459322,76.0441,61.52813453,62.80167214
US031162BE93,AMGN 4.95 10/01/41,600000,100.36399,608041,0.011985791,9/16/2010,10/1/2041,Health Care,600000000,600000000,USD,US,0.361869579,4506,11.40151276,#N/A N/A,1.38284E-05,59,0,1,13.85656174,2.535145757,168.28,182.669147,182.2779032
